"time","place","change","tree.leaves.count delta"
"2022-08-09T16:56:25.528","{}|{}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.528","{}|{}","LeafRemovalEvent","-1"
"2022-08-09T16:56:25.528","{}|{☐}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.528","{}|{make delivery}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.528","{}|{pay}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.528","{}|{cancel order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.528","{}|{send reminder}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.528","{}|{send invoice}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.528","{}|{place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.528","{}|{send invoice}","LeafRemovalEvent","-1"
"2022-08-09T16:56:25.543","{▷}|{send invoice}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.543","{place order}|{send invoice}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.550","{send invoice}|{send invoice}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.550","{send reminder}|{send invoice}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.550","{cancel order}|{send invoice}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.550","{pay}|{send invoice}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.550","{make delivery}|{send invoice}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.565","{}|{☐}","LeafRemovalEvent","-1"
"2022-08-09T16:56:25.566","{▷}|{☐}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.566","{place order}|{☐}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.566","{send invoice}|{☐}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.566","{send reminder}|{☐}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.566","{cancel order}|{☐}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.566","{pay}|{☐}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.566","{make delivery}|{☐}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.566","{}|{pay}","LeafRemovalEvent","-1"
"2022-08-09T16:56:25.566","{▷}|{pay}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.566","{place order}|{pay}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.566","{send invoice}|{pay}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.566","{send reminder}|{pay}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.566","{cancel order}|{pay}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.566","{pay}|{pay}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.566","{make delivery}|{pay}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.566","{}|{cancel order}","LeafRemovalEvent","-1"
"2022-08-09T16:56:25.566","{▷}|{cancel order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.566","{place order}|{cancel order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.566","{send invoice}|{cancel order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.566","{send reminder}|{cancel order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.566","{cancel order}|{cancel order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.566","{pay}|{cancel order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.566","{make delivery}|{cancel order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.566","{}|{make delivery}","LeafRemovalEvent","-1"
"2022-08-09T16:56:25.566","{▷}|{make delivery}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.566","{place order}|{make delivery}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.566","{send invoice}|{make delivery}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.566","{send reminder}|{make delivery}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.566","{cancel order}|{make delivery}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.566","{pay}|{make delivery}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.566","{make delivery}|{make delivery}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.566","{}|{send reminder}","LeafRemovalEvent","-1"
"2022-08-09T16:56:25.566","{▷}|{send reminder}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.566","{place order}|{send reminder}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.566","{send invoice}|{send reminder}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.566","{send reminder}|{send reminder}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.566","{cancel order}|{send reminder}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.566","{pay}|{send reminder}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.566","{make delivery}|{send reminder}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.566","{}|{place order}","LeafRemovalEvent","-1"
"2022-08-09T16:56:25.566","{▷}|{place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.566","{place order}|{place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.566","{send invoice}|{place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.581","{send reminder}|{place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.582","{cancel order}|{place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.582","{pay}|{place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.582","{make delivery}|{place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.582","{pay}|{place order}","LeafRemovalEvent","-1"
"2022-08-09T16:56:25.582","{pay, make delivery}|{place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.582","{make delivery}|{place order}","LeafRemovalEvent","-1"
"2022-08-09T16:56:25.582","{pay}|{pay}","LeafRemovalEvent","-1"
"2022-08-09T16:56:25.582","{pay}|{pay, cancel order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.582","{pay}|{pay, send reminder}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.582","{pay}|{pay, send invoice}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.582","{pay}|{pay, place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.582","{pay, make delivery}|{pay}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.582","{pay}|{send invoice}","LeafRemovalEvent","-1"
"2022-08-09T16:56:25.582","{pay}|{send invoice, place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.582","{pay, make delivery}|{send invoice}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.582","{▷}|{send invoice}","LeafRemovalEvent","-1"
"2022-08-09T16:56:25.582","{▷}|{send invoice, place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.582","{▷, place order}|{send invoice}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.582","{▷, send invoice}|{send invoice}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.582","{▷, send reminder}|{send invoice}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.582","{▷, cancel order}|{send invoice}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.582","{▷, pay}|{send invoice}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.582","{▷, make delivery}|{send invoice}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.582","{send invoice}|{☐}","LeafRemovalEvent","-1"
"2022-08-09T16:56:25.582","{send invoice}|{☐, make delivery}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.582","{send invoice}|{☐, pay}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.582","{send invoice}|{☐, cancel order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.582","{send invoice}|{☐, send reminder}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.582","{send invoice}|{☐, send invoice}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.582","{send invoice}|{☐, place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.582","{send invoice, send reminder}|{☐}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.582","{send invoice, cancel order}|{☐}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.582","{send invoice, pay}|{☐}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.582","{send invoice, make delivery}|{☐}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.582","{▷}|{make delivery}","LeafRemovalEvent","-1"
"2022-08-09T16:56:25.582","{▷}|{make delivery, pay}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.582","{▷}|{make delivery, cancel order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.582","{▷}|{make delivery, send reminder}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.582","{▷}|{make delivery, send invoice}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.582","{▷}|{make delivery, place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.582","{▷, place order}|{make delivery}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.582","{▷, send invoice}|{make delivery}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.582","{▷, send reminder}|{make delivery}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.582","{▷, cancel order}|{make delivery}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.582","{▷, pay}|{make delivery}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.582","{▷, make delivery}|{make delivery}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.582","{place order}|{make delivery}","LeafRemovalEvent","-1"
"2022-08-09T16:56:25.582","{place order}|{make delivery, pay}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.582","{place order}|{make delivery, cancel order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.582","{place order}|{make delivery, send reminder}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.582","{place order}|{make delivery, send invoice}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.582","{place order}|{make delivery, place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.596","{place order, send invoice}|{make delivery}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.596","{place order, send reminder}|{make delivery}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.597","{place order, cancel order}|{make delivery}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.597","{place order, pay}|{make delivery}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.597","{place order, make delivery}|{make delivery}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.597","{send reminder}|{☐}","LeafRemovalEvent","-1"
"2022-08-09T16:56:25.597","{send reminder}|{☐, make delivery}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.597","{send reminder}|{☐, pay}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.597","{send reminder}|{☐, cancel order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.597","{send reminder}|{☐, send reminder}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.597","{send reminder}|{☐, send invoice}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.597","{send reminder}|{☐, place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.597","{send reminder, cancel order}|{☐}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.597","{send reminder, pay}|{☐}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.597","{send reminder, make delivery}|{☐}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.597","{send invoice}|{make delivery}","LeafRemovalEvent","-1"
"2022-08-09T16:56:25.597","{send invoice}|{make delivery, pay}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.597","{send invoice}|{make delivery, cancel order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.597","{send invoice}|{make delivery, send reminder}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.597","{send invoice}|{make delivery, send invoice}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.597","{send invoice}|{make delivery, place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.602","{send invoice, send reminder}|{make delivery}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.602","{send invoice, cancel order}|{make delivery}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.602","{send invoice, pay}|{make delivery}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.602","{send invoice, make delivery}|{make delivery}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.602","{send reminder}|{make delivery}","LeafRemovalEvent","-1"
"2022-08-09T16:56:25.602","{send reminder}|{make delivery, pay}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.602","{send reminder}|{make delivery, cancel order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.602","{send reminder}|{make delivery, send reminder}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.602","{send reminder}|{make delivery, send invoice}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.602","{send reminder}|{make delivery, place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.602","{send reminder, cancel order}|{make delivery}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.602","{send reminder, pay}|{make delivery}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.602","{send reminder, make delivery}|{make delivery}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.605","{place order}|{send invoice}","LeafRemovalEvent","-1"
"2022-08-09T16:56:25.605","{place order}|{send invoice, place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.605","{place order, send invoice}|{send invoice}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.606","{place order, send reminder}|{send invoice}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.606","{place order, cancel order}|{send invoice}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.607","{place order, pay}|{send invoice}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.607","{place order, make delivery}|{send invoice}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.607","{cancel order}|{☐}","LeafRemovalEvent","-1"
"2022-08-09T16:56:25.607","{cancel order}|{☐, make delivery}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.607","{cancel order}|{☐, pay}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.622","{cancel order}|{☐, cancel order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.622","{cancel order}|{☐, send reminder}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.625","{cancel order}|{☐, send invoice}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.641","{cancel order}|{☐, place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.641","{cancel order, pay}|{☐}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.641","{cancel order, make delivery}|{☐}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.641","{cancel order}|{make delivery}","LeafRemovalEvent","-1"
"2022-08-09T16:56:25.641","{cancel order}|{make delivery, pay}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.641","{cancel order}|{make delivery, cancel order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.641","{cancel order}|{make delivery, send reminder}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.641","{cancel order}|{make delivery, send invoice}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.641","{cancel order}|{make delivery, place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.647","{cancel order, pay}|{make delivery}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.647","{cancel order, make delivery}|{make delivery}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.648","{make delivery}|{make delivery}","LeafRemovalEvent","-1"
"2022-08-09T16:56:25.648","{make delivery}|{make delivery, pay}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.648","{make delivery}|{make delivery, cancel order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.649","{make delivery}|{make delivery, send reminder}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.649","{make delivery}|{make delivery, send invoice}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.649","{make delivery}|{make delivery, place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.649","{make delivery}|{☐}","LeafRemovalEvent","-1"
"2022-08-09T16:56:25.649","{make delivery}|{☐, make delivery}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.649","{make delivery}|{☐, pay}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.650","{make delivery}|{☐, cancel order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.650","{make delivery}|{☐, send reminder}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.650","{make delivery}|{☐, send invoice}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.650","{make delivery}|{☐, place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.650","{▷}|{send reminder}","LeafRemovalEvent","-1"
"2022-08-09T16:56:25.650","{▷}|{send reminder, send invoice}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.650","{▷}|{send reminder, place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.650","{▷, place order}|{send reminder}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.650","{▷, send invoice}|{send reminder}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.650","{▷, send reminder}|{send reminder}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.650","{▷, cancel order}|{send reminder}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.650","{▷, pay}|{send reminder}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.650","{▷, make delivery}|{send reminder}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.650","{place order}|{send reminder}","LeafRemovalEvent","-1"
"2022-08-09T16:56:25.652","{place order}|{send reminder, send invoice}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.652","{place order}|{send reminder, place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.652","{place order, send invoice}|{send reminder}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.652","{place order, send reminder}|{send reminder}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.652","{place order, cancel order}|{send reminder}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.653","{place order, pay}|{send reminder}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.653","{place order, make delivery}|{send reminder}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.653","{pay}|{☐}","LeafRemovalEvent","-1"
"2022-08-09T16:56:25.653","{pay}|{☐, make delivery}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.653","{pay}|{☐, pay}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.654","{pay}|{☐, cancel order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.654","{pay}|{☐, send reminder}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.654","{pay}|{☐, send invoice}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.654","{pay}|{☐, place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.654","{pay, make delivery}|{☐}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.654","{send invoice}|{send invoice}","LeafRemovalEvent","-1"
"2022-08-09T16:56:25.654","{send invoice, send reminder}|{send invoice}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.654","{send invoice, cancel order}|{send invoice}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.654","{send invoice, pay}|{send invoice}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.654","{send invoice, make delivery}|{send invoice}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.654","{▷}|{pay}","LeafRemovalEvent","-1"
"2022-08-09T16:56:25.654","{▷}|{pay, cancel order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.654","{▷}|{pay, send reminder}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.654","{▷}|{pay, send invoice}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.654","{▷}|{pay, place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.655","{▷, place order}|{pay}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.655","{▷, send invoice}|{pay}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.655","{▷, send reminder}|{pay}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.655","{▷, cancel order}|{pay}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.655","{▷, pay}|{pay}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.656","{▷, make delivery}|{pay}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.656","{send invoice}|{send reminder}","LeafRemovalEvent","-1"
"2022-08-09T16:56:25.656","{send invoice}|{send reminder, send invoice}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.656","{send invoice}|{send reminder, place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.656","{send invoice, send reminder}|{send reminder}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.656","{send invoice, cancel order}|{send reminder}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.656","{send invoice, pay}|{send reminder}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.656","{send invoice, make delivery}|{send reminder}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.656","{send reminder}|{send reminder}","LeafRemovalEvent","-1"
"2022-08-09T16:56:25.656","{send reminder}|{send reminder, send invoice}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.656","{send reminder}|{send reminder, place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.656","{send reminder, cancel order}|{send reminder}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.656","{send reminder, pay}|{send reminder}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.657","{send reminder, make delivery}|{send reminder}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.657","{place order}|{pay}","LeafRemovalEvent","-1"
"2022-08-09T16:56:25.657","{place order}|{pay, cancel order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.657","{place order}|{pay, send reminder}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.657","{place order}|{pay, send invoice}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.657","{place order}|{pay, place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.657","{place order, send invoice}|{pay}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.657","{place order, send reminder}|{pay}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.657","{place order, cancel order}|{pay}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.657","{place order, pay}|{pay}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.657","{place order, make delivery}|{pay}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.657","{cancel order}|{send reminder}","LeafRemovalEvent","-1"
"2022-08-09T16:56:25.657","{cancel order}|{send reminder, send invoice}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.657","{cancel order}|{send reminder, place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.657","{cancel order, pay}|{send reminder}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.657","{cancel order, make delivery}|{send reminder}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.659","{make delivery}|{send reminder}","LeafRemovalEvent","-1"
"2022-08-09T16:56:25.659","{make delivery}|{send reminder, send invoice}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.659","{make delivery}|{send reminder, place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.659","{send reminder}|{send invoice}","LeafRemovalEvent","-1"
"2022-08-09T16:56:25.659","{send reminder, cancel order}|{send invoice}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.659","{send reminder, pay}|{send invoice}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.659","{send reminder, make delivery}|{send invoice}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.659","{send invoice}|{pay}","LeafRemovalEvent","-1"
"2022-08-09T16:56:25.659","{send invoice}|{pay, cancel order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.659","{send invoice}|{pay, send reminder}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.659","{send invoice}|{pay, send invoice}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.659","{send invoice}|{pay, place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.659","{send invoice, send reminder}|{pay}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.659","{send invoice, cancel order}|{pay}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.659","{send invoice, pay}|{pay}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.659","{send invoice, make delivery}|{pay}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.659","{▷}|{place order}","LeafRemovalEvent","-1"
"2022-08-09T16:56:25.659","{▷, place order}|{place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.659","{▷, send invoice}|{place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.659","{▷, send reminder}|{place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.659","{▷, cancel order}|{place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.659","{▷, pay}|{place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.659","{▷, make delivery}|{place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.659","{place order}|{place order}","LeafRemovalEvent","-1"
"2022-08-09T16:56:25.659","{place order, send invoice}|{place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.659","{place order, send reminder}|{place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.659","{place order, cancel order}|{place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.659","{place order, pay}|{place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.659","{place order, make delivery}|{place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.659","{send reminder}|{pay}","LeafRemovalEvent","-1"
"2022-08-09T16:56:25.659","{send reminder}|{pay, cancel order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.659","{send reminder}|{pay, send reminder}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.659","{send reminder}|{pay, send invoice}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.659","{send reminder}|{pay, place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.659","{send reminder, cancel order}|{pay}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.659","{send reminder, pay}|{pay}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.659","{send reminder, make delivery}|{pay}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.659","{send invoice}|{place order}","LeafRemovalEvent","-1"
"2022-08-09T16:56:25.659","{send invoice, send reminder}|{place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.659","{send invoice, cancel order}|{place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.659","{send invoice, pay}|{place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.659","{send invoice, make delivery}|{place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.664","{send reminder}|{place order}","LeafRemovalEvent","-1"
"2022-08-09T16:56:25.664","{send reminder, cancel order}|{place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.664","{send reminder, pay}|{place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.666","{send reminder, make delivery}|{place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.666","{pay}|{send reminder}","LeafRemovalEvent","-1"
"2022-08-09T16:56:25.666","{pay}|{send reminder, send invoice}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.666","{pay}|{send reminder, place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.666","{pay, make delivery}|{send reminder}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.666","{pay}|{cancel order}","LeafRemovalEvent","-1"
"2022-08-09T16:56:25.666","{pay}|{cancel order, send reminder}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.666","{pay}|{cancel order, send invoice}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.666","{pay}|{cancel order, place order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.666","{pay, make delivery}|{cancel order}","LeafAdditionEvent","1"
"2022-08-09T16:56:25.666","{cancel order}|{send invoice}","LeafRemovalEvent","-1"
